,id,name_trans,about_trans
488,C_681719,máy bơm và trạm bơm,"khóa học sẽ bắt đầu với các loại máy bơm nước thường được sử dụng trong các công trình cấp thoát nước, tập trung vào các loại máy bơm ly tâm được sử dụng phổ biến nhất, phân tích cấu tạo cơ bản và nguyên lý làm việc của máy bơm nước, tập trung giới thiệu các thông số hoạt động của máy bơm nước và tính toán các thông số. , đặc điểm đường cong hiệu suất của máy bơm nước và ý nghĩa ứng dụng; các ứng dụng kỹ thuật kết hợp, phân tích đặc điểm sử dụng và yêu cầu vận hành cơ bản của các loại máy bơm nước khác nhau; giới thiệu các điều kiện làm việc của máy bơm nước đáp ứng các điều kiện bên ngoài khác nhau và phương pháp điều khiển các điều kiện làm việc; và kết hợp các đặc điểm ứng dụng của các dự án cấp thoát nước để giới thiệu các trạm bơm lấy nước, trạm bơm phân phối nước và nâng nước thải. giới thiệu các đặc tính công nghệ của trạm bơm và trạm bơm nước mưa, phương pháp lựa chọn máy bơm, ý tưởng thiết kế đường ống và các điểm chính điểm của thiết kế mặt phẳng phòng bơm và thiết kế độ cao được giới thiệu."
489,C_681721,rất nhiều trò chơi sáng tạo giữa cha mẹ và con cái,"ba năm đầu đời là giai đoạn phát triển nhanh nhất, làm thế nào để giúp trẻ phát triển? “trò chơi” là phương tiện tốt nhất và có nhiều hình thức khác nhau, kết hợp với những vật dụng đơn giản, thông dụng trong môi trường gia đình, chúng có thể trở thành thiên đường chơi game của trẻ nhỏ. khóa học này dựa trên năm lĩnh vực phát triển của việc lập kế hoạch hoạt động phát triển thích ứng cho trẻ sơ sinh và trẻ mới biết đi - giao tiếp ngôn ngữ, chuyển động cơ thể, cảm xúc xã hội, khám phá nhận thức và tự chăm sóc. khóa học này lập kế hoạch và thiết kế các hoạt động phù hợp. cung cấp cung cấp cho người chăm sóc những cách đặc biệt để tương tác. các giáo viên bao gồm tu miaoru, người chủ trì chuỗi khóa học ""đứa trẻ trong trái tim tôi"", cũng như giáo viên chen zhenxun từ khoa nghiên cứu gia đình và trẻ em, giáo viên fu zhongpei từ khoa trị liệu nghề nghiệp và giáo viên chen jiaoling từ khoa trị liệu nghề nghiệp. khoa chăm sóc trẻ em của trường quản lý và y tế. , cũng như các chuyên gia trong ngành liu baichun, chủ tịch hiệp hội giáo dục mầm non đài loan và yao boxun, giám đốc nghệ thuật của nền kể chuyện haoxiang, đã hướng dẫn các sinh viên sử dụng khả năng sáng tạo của mình để chơi với trẻ sơ sinh và trẻ nhỏ. *giải thích bổ sung về năm lĩnh vực phát triển chính của các hoạt động phát triển thích ứng của trẻ sơ sinh và trẻ nhỏ như sau: (1) giao tiếp ngôn ngữ: đề cập đến việc trẻ sơ sinh và trẻ nhỏ học cách sử dụng lời nói, ngữ nghĩa, ngữ pháp, thực dụng và chuyển động cơ thể để giao tiếp. những người khác. đối với trẻ chưa có khả năng ngôn ngữ, biểu hiện cử động cơ thể càng quan trọng hơn, bằng cách sử dụng ngôn ngữ ký hiệu hoặc cử chỉ của trẻ, người chăm sóc có thể tương tác với trẻ và cung cấp phương thức giao tiếp hiệu quả để trẻ bày tỏ thông điệp với người chăm sóc. (2) chuyển động của cơ thể: bao gồm chuyển động thô và chuyển động tinh tế. vận động thô đề cập đến sự cân bằng, phối hợp và khả năng di chuyển độc lập. động cơ tốt đề cập đến tóc"
490,C_681729,cơ sở lý thuyết phần mềm,"khóa học này giới thiệu các ngôn ngữ hình thức, automata, ngữ pháp, các vấn đề về khả năng quyết định và độ phức tạp tính toán."
491,C_681733,giới thiệu thị trường điện,"môn học này vận dụng các kiến ​​thức liên quan về nguyên lý kinh tế để giải thích lý thuyết vận hành và phương pháp quản lý thị trường điện trong quá trình thị trường hóa ngành điện, từ đó giúp những người tham gia ngành điện và sinh viên các trường cao đẳng, đại học hiểu rõ hơn về thị trường điện lực và tiến tới tham gia xây dựng thị trường điện lực."
492,C_681735,tài chính,"tài chính là nền tảng và trụ cột quan trọng của quản trị quốc gia, khóa học này được thiết kế nhằm giúp sinh viên hiểu được hệ thống tài chính của nước ta, nắm bắt các quy định về hoạt động tài chính, hiểu chính sách tài chính của chính phủ và làm nền tảng cho việc học sâu hơn các khóa học chuyên môn khác về tài chính. và thuế."
493,C_681736,những quan điểm mới về triết học trung quốc,"""những chân trời mới trong triết học trung quốc"" chủ yếu giảng dạy các mệnh đề tư tưởng và ý nghĩa chính trị, đạo đức của nho giáo, mặc gia, đạo giáo và pháp gia thời chu tử, nội dung liên quan đến các mệnh đề lý luận của các nhà tư tưởng như khổng tử, mặc tử, lão tử, trang tử, mạnh tử. , xunzi và han feizi."
494,C_681739,thiết kế vlsi kỹ thuật số (mùa xuân 2019),"dạy các nguyên tắc, phương pháp phân tích và thiết kế mạch tích hợp kỹ thuật số, bao gồm tổng quan về công nghệ mạch tích hợp, bóng bán dẫn mos, đường kết nối, thiết kế cổng logic, tốc độ, mức tiêu thụ điện năng, logic tổ hợp và logic tuần tự của mạch tích hợp kỹ thuật số, công nghệ đồng hồ và đơn vị số học thiết kế, v.v."
495,C_681740,báo cáo học thuật kỷ niệm 60 năm thành lập khoa khoa học và công nghệ máy tính đại học thanh hoa (1) lý thuyết,"khóa học này bao gồm 23 báo cáo học thuật tuyệt vời được tổ chức từ tháng 5 đến tháng 11 năm 2018 để kỷ niệm 60 năm thành lập khoa khoa học máy tính tại đại học thanh hoa. khóa học được chia thành bốn loạt: lý thuyết, hệ thống, trí tuệ nhân tạo và dữ liệu lớn."
496,C_681742,tìm hiểu số liệu thống kê dễ dàng,"khóa học này “lấy sự đầy đủ cần thiết làm thước đo và áp dụng làm mục tiêu cuối cùng”, tuân theo các quy tắc cổ điển là “hướng dẫn, dạy, đọc, tư duy, thực hành, kiểm tra và đánh giá”, bỏ qua một số lượng lớn các suy luận công thức nhàm chán và nhức óc phần giới thiệu đơn giản và ngắn gọn, nêu bật tư duy thống kê và phương pháp thống kê, cho phép bạn nắm vững kiến ​​thức thống kê nâng cao và kỹ năng thống kê một cách thoải mái và thú vị."
497,C_681744,yếu tố cốt lõi của văn hóa trung quốc: đại thống nhất,"lấy những thay đổi của nhà âm và nhà chu, sự thay đổi của nhà chu và nhà tần, sự thay đổi của nhà đường và nhà tống, sự chuyển đổi từ nhà nguyên sang nhà thanh và những thay đổi từ cổ đại đến hiện tại làm chủ đạo. các nút thời gian, chúng ta sẽ phân loại bối cảnh lịch sử và giá trị đương đại của “sự thống nhất vĩ đại” của trung quốc và khám phá nguồn gốc lịch sử và văn hóa của quá trình biến trung quốc thành một quốc gia siêu lớn. ."
498,C_681743,bệnh lý,"đây là một chuyên ngành y tế cơ bản, chủ yếu khám phá các bệnh từ góc độ hình thái học. bằng cách quan sát, nghiên cứu những biến đổi hình thái của cơ thể người bệnh, kết hợp với những thay đổi về chức năng, trao đổi chất, ông làm sáng tỏ những quy luật cơ bản về sự xuất hiện và phát triển của bệnh tật, vạch ra bản chất của bệnh tật, ông được mệnh danh là thầy thuốc."
499,C_681745,kiến thức thông tin-học tập và cuộc sống trong kỷ nguyên internet+,"“kiến thức thông tin - học tập và cuộc sống trên internet + kỷ nguyên” bao gồm “học tập và cuộc sống trên internet + kỷ nguyên”, “thu thập và nhận dạng thông tin”, “công cụ tìm kiếm”, “phát triển mới và ứng dụng công nghệ thông tin”, “học thuật”. và tìm kiếm bằng sáng chế"", ""lưu trữ và xử lý thông tin"", ""bảo mật thông tin"" và các nội dung khác."
500,C_681746,nhập môn quản lý sản xuất công nghiệp,"làm thế nào các kỹ sư có thể nâng cấp để trở thành nhà quản lý doanh nghiệp? làm thế nào hoạt động kinh doanh có thể nâng cao hiệu quả, giảm chi phí và nâng cao chất lượng? khóa học này nhằm vào các sinh viên chuyên ngành khoa học và kỹ thuật, phổ biến các ý tưởng và phương pháp cơ bản về vận hành và quản lý kinh doanh, đồng thời giúp bạn bắt tay vào con đường nhanh chóng để mở rộng và thăng tiến nghề nghiệp."
501,C_681747,đánh giá cao vườn minh: 36 cảnh đẹp thời nhà minh,"trong vẻ đẹp của những khu vườn cổ trung quốc, chúng ta chỉ có thể nhìn thấy những tàn tích từ thời nhà thanh. khóa học này tái tạo và phân tích các khu vườn thời nhà minh trên cơ sở nghiên cứu và trình bày chúng một cách sống động nhất có thể, cho phép học viên hiểu các khu vườn thời nhà minh trông như thế nào, có cảm giác gì, cảnh tượng kỳ lạ là gì và trải nghiệm thiết kế của họ như thế nào. có ."
502,C_681750,giới thiệu về quản lý dự án,"với sự phát triển của xã hội, mô hình quản lý truyền thống không còn đáp ứng được nhu cầu. quản lý dự án xuất hiện theo yêu cầu của thời đại và đóng một vai trò quan trọng trong các lĩnh vực khác nhau của xã hội. nó giải thích các ý tưởng, lý thuyết và phương pháp quản lý dự án hiện đại. khóa học quản lý dự án rất mong nhận được sự tham gia của bạn."
503,C_681751,thiết bị vận tải,"khóa học về thiết bị giao thông vận tải chủ yếu dạy kiến ​​thức cơ bản, cấu tạo cơ bản và nguyên lý làm việc cơ bản của thiết bị liên quan đến năm phương thức vận tải chính (đường bộ, đường sắt, đường thủy, hàng không và đường ống), đồng thời giới thiệu hiện trạng và xu hướng phát triển trong tương lai."
504,C_681754,thiết kế hình ảnh doanh nghiệp,"nhà triết học, nhà thơ và nhà tiểu luận vĩ đại nietzsche đã nói rằng một con người vĩ đại là người thể hiện hình ảnh lý trí của chính mình.
khóa học này chủ yếu tập trung vào bốn phần chính về ngoại hình, dụng cụ, cách cư xử và nghi thức kinh doanh của nam giới và phụ nữ. thông qua số lượng lớn các trường hợp phong phú, thú vị và phân tích chi tiết, nó giúp nâng cao và cải thiện hình ảnh cá nhân cũng như phẩm chất toàn diện của doanh nhân. , để những doanh nhân hiện đại có thể họ không ngừng vượt lên chính mình về sự đoan trang, tự tin và sang trọng, đồng thời đạt được giá trị cuộc sống cao hơn."
